"title","movieInfo","point","review"
"라라랜드","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=134963&target=after","1","연애나 달달한 음악, 환상같은거 혹은 그런 분위기 좋아하는 사람은 꼭 보시고 그런거 싫어하는 사람은 절대 보지 마시길 "
"승리호","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186342&target=after","10","와 일단 국내 sf영화라는 거에 호기심이 생겨서 봤는데 진짜 퀄리티도 미쳤고 개인적으로 굉장히 몰입해서 본 것 같아요 그만큼 스토리도 너무 재밌고 감동적이었어요 꼭 추천하고 싶은 영화입니다 "
"콜 미 바이 유어 네임","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=158885&target=after","10","게이영화여서난해할까봐안보려했는데와....진짜재밌어요ㅎㅎㅎ저도모르게엘리오와올리버의사랑이제마음에스며들어요ㅠㅠ영화마지막에엘리오가우는장면은저에게도느껴졌으니깐요속편이나오면이번엔영화관에서꼭보려합니당영상미.ost모두완벽합니다~ "
"퍼펙트 케어","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=196533&target=after","10","진짜 손에 땀을 쥐고 봤네요  스타일리시하면서도 재미있어요! 후회없었음 "
"미션 파서블","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189124&target=after","9","가볍게 보기 좋은 영화입니다 나름 긴장감도 ㅎㅎ "
"원더","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=151196&target=after","10",""
"송가인 더 드라마","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=202381&target=after","10","최곱니다 생동감이 넘쳐요 "
"브레이브 원","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=68333&target=after","10","굿굿굿 재밋어요~~~ "
"서던 리치: 소멸의 땅","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=154236&target=after","10","복제 끝판왕.교훈: 복제 타겟을 잘 고르자! "
"간이역","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194022&target=after","2","평점이 웃기네요 ㅋㅋㅋ "
"송가인 더 드라마","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=202381&target=after","10",""
"송가인 더 드라마","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=202381&target=after","10","송블리 콘서트  환상입니다. 정말 노래잘합니다. 파이팅입니다.너무 좋았어요. "
"송가인 더 드라마","https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=202381&target=after","10","송가인님은 열정을 다하여노래하는 모습은 감동이며그 자체가 드라마였습니다 "
