,코드,위도,경도,수
220,4679035000,35.005109999999995,126.956548,15
221,4679041000,35.002094,127.12465900000001,70
222,4680025000,34.679745000000004,126.904972,1
223,4680025300,34.553540999999996,126.93763799999999,1
224,4680033000,34.746443,126.97860700000001,2
225,4680037000,34.477292999999996,126.936526,1
226,4681025000,34.630743,126.73983899999999,7
227,4681031000,34.644576,126.82334399999999,8
228,4681034000,34.565082000000004,126.72246899999999,1
229,4682025000,34.558036,126.56615500000001,108
230,4682031000,34.511763,126.604082,7
231,4682032000,34.483256,126.49514199999999,7
232,4682033000,34.45378,126.56951699999999,8
233,4682034000,34.368303000000004,126.53510800000001,9
234,4682035000,34.388957,126.61024499999999,10
235,4682036000,34.461784,126.678377,1
236,4682037000,34.562801,126.655348,10000
237,4682038000,34.654674,126.638223,9
238,4682039000,34.620819,126.556898,8
239,4682040000,34.571364,126.44578200000001,20
240,4682042000,34.606932,126.327771,9
241,4682043000,34.688215,126.30531699999999,30
242,4683033000,34.892339,126.689898,2
243,4683034000,34.869369,126.592083,3
244,4683035000,34.845162,126.641631,8
245,4683039000,34.697092,126.562614,129600
246,4684025000,34.992461,126.471291,1
247,4684033000,34.930581,126.42950400000001,13000
248,4684035000,34.999837,126.38121100000001,8000
249,4684036000,35.10195,126.29127,2000
250,4684037000,34.951291999999995,126.338575,3
251,4686025000,35.067916,126.48886200000001,43200
252,4686031000,35.141490999999995,126.43198100000001,11
253,4686038000,35.1911,126.62642199999999,12
254,4687031000,35.2996,126.59166200000001,3
255,4687036000,35.217131,126.36531000000001,12
256,4688036000,35.307828,126.731582,1500
257,4688037000,35.349793,126.7514,1
258,4688039000,35.431751,126.795728,11
259,4689025000,34.328584,126.715752,8
260,4689031000,34.364759,126.665901,3
261,4689032000,34.330723,126.839752,11
262,4689033000,34.403676000000004,126.80731399999999,8
263,4689034000,34.381116,126.905188,2
264,4689036000,34.163872999999995,126.646946,1
265,4690031000,34.535073,126.282928,29
266,4690032000,34.486839,126.343584,1
267,4690033000,34.43302,126.29149199999999,1
268,4691040000,34.732289,126.12786399999999,24
269,4691041000,34.785349,126.139546,1
270,4711334000,36.08745,129.178303,1
271,4713025300,35.981396999999994,129.184153,28
272,4713025600,35.831737,129.103245,3000
273,4713031000,35.798579,129.413944,20
274,4713035000,35.896736,129.065466,13
275,4713038000,35.904309999999995,129.27671,6
276,4715040000,36.009741999999996,128.11825100000001,1
277,4717042000,36.748052,128.84670400000002,50
278,4723025000,35.921699,128.899361,5
279,4723033000,36.039559000000004,128.85505700000002,64
280,4723038000,35.983165,129.06167,45
281,4723040000,35.864137,128.919128,3
282,4725033000,36.363842,128.23696,40
283,4728025000,36.769687,128.127574,2
284,4728032000,36.622613,128.258947,13000
285,4729036000,35.845101,128.77883,670
286,4729037000,35.755767999999996,128.73808400000001,1
287,4773037000,36.259723,128.68494099999998,2
288,4773040000,36.332209000000006,128.42266899999998,24
289,4782031000,35.617176,128.655874,100
290,4784033000,35.828058,128.202407,2
291,4785033000,36.07013,128.54283700000002,40
292,4785037000,35.982744,128.356801,23900
293,4790041000,36.513181,128.303397,100
294,4812532000,35.134082,128.508581,1
295,4817033000,35.104273,128.188064,11
296,4817045000,35.20033,127.979504,25
297,4822031000,34.886687,128.45187099999998,17000
298,4824025000,35.092146,128.118677,1
299,4824033000,35.01978,128.068342,10030
300,4824037000,35.011709,127.967192,6
301,4825032000,35.24308,128.822101,50
302,4825033000,35.242712,128.758348,55
303,4825034000,35.31261,128.80796899999999,1592
304,4825035000,35.343184,128.851419,14
305,4825036000,35.317859999999996,128.918426,1
306,4825037000,35.260127000000004,128.968129,1
307,4827031000,35.522306,128.71497,4
308,4827032000,35.557338,128.785169,1
309,4827037000,35.418116,128.683878,2
310,4831034000,34.850556,128.573853,1000
311,4831035000,34.857083,128.513137,1002
312,4831036000,34.904790999999996,128.529333,200
313,4833032000,35.420165999999995,128.96123,1
314,4833033000,35.424647,129.044633,11200
315,4872031000,35.355569,128.227123,5
316,4872040000,35.47651,128.26636100000002,11
317,4872041500,35.433108000000004,128.231492,13000
318,4873025000,35.273478000000004,128.395224,3
319,4873039000,35.194990000000004,128.444841,40
320,4874025000,35.524179,128.519708,1
321,4874025300,35.428877,128.432875,3
322,4874031000,35.570757,128.535222,12
323,4874033000,35.594955,128.44546499999998,13
324,4874035000,35.517669,128.421069,19
325,4874037000,35.476535999999996,128.51470700000002,15
326,4874040000,35.424165,128.533634,14501
327,4882037000,35.103685999999996,128.230722,17
328,4882038000,35.09677,128.286366,2
329,4882039000,35.093094,128.338076,168
330,4882041000,35.045463,128.334329,2
331,4882043000,34.984401,128.382482,400
332,4884035000,34.762890000000006,127.87865500000001,1
333,4885032000,35.171095,127.71016200000001,1
334,4886025000,35.407446,127.90045400000001,3
335,4886034000,35.419268,127.81313899999999,1
336,4888037000,35.620483,127.91705900000001,3
337,4888039000,35.5652,127.92793799999998,50
338,4888041000,35.794284000000005,128.007874,35
339,4889032000,35.66196,128.11068999999998,1
340,4889033000,35.76001,128.098672,1
341,4889035000,35.595021,128.208098,1
342,4889036000,35.540615,128.246149,8
343,4889041000,35.511083,128.18708999999998,2
344,4889044000,35.459755,128.032134,5
345,4889045000,35.527264,128.00935900000002,5
346,4889046000,35.539499,128.100022,1
347,5011025900,33.47217,126.667445,2
348,1121510500,37.534692,127.074327,2
349,1165011100,37.447112,127.058841,33
350,1171010900,37.478077,127.133269,2
351,2635010300,35.201165,129.128061,12
352,2638010500,35.078943,128.968907,50
353,2644010100,35.214837,128.968296,8
354,2644010200,35.158133,128.943101,3207
355,2644010600,35.212965,128.911781,2
356,2644010700,35.199236,128.886252,1
357,2644010800,35.176123,128.8952,8
358,2644011600,35.153181,128.882699,1500
359,2644011900,35.05811,128.829769,16
360,2644012100,35.030934,128.815823,40
361,2653010300,35.172823,128.985284,2
362,2653010400,35.163793,128.984464,1
363,2671025026,35.240118,129.21308,50
364,2671025325,35.367367,129.247125,44
365,2671025331,35.33798,129.262362,1
366,2671025333,35.361519,129.270221,2500
367,2671025622,35.319192,129.176278,1
368,2671025628,35.32933,129.174352,9
369,2671031021,35.262718,129.232512,0
370,2671031022,35.268433,129.23938,9
371,2671031030,35.307437,129.237004,9
372,2671031033,35.288904,129.205461,6
373,2671033021,35.27837,129.149277,10
374,2671033027,35.260885,129.170258,3
375,2671033030,35.238032,129.177674,1
376,2714010400,35.932333,128.697205,3
377,2714010500,35.927388,128.640853,9
378,2714010600,35.907202,128.638384,21
379,2714010700,35.913603,128.653388,165
380,2714011100,35.88243,128.666519,2
381,2714011200,35.900829,128.678954,9
382,2714011800,35.868428,128.697162,15
383,2714012300,35.876938,128.716707,4
384,2714012400,35.871335,128.728884,200
385,2714013100,35.887358,128.758682,300
386,2714013300,35.957873,128.71624,12
387,2714013500,35.955604,128.694275,24
388,2714013600,35.959343,128.683724,1
389,2714013800,35.988346,128.671126,5
390,2714013900,35.956278,128.671314,26
391,2714014000,35.966501,128.660157,1
392,2723011300,35.913906,128.623122,81
393,2723011400,35.922085,128.603701,1
394,2723011500,35.923342,128.595862,3
395,2723011800,35.944173,128.551403,1
396,2723012100,35.96568,128.587572,1
397,2723012200,35.947253,128.575475,49
398,2723013100,35.954633,128.614003,41
399,2726010200,35.863342,128.645765,12
400,2726011600,35.850351,128.719614,5
401,2726011700,35.838926,128.719673,4
402,2726011900,35.827047,128.70689,3
403,2726012400,35.842763,128.661141,11
404,2726012500,35.861366,128.672259,54
405,2726012700,35.832032,128.684544,1
406,2771025021,35.803434,128.500581,9
407,2771025023,35.805561,128.486844,6
408,2771025025,35.797133,128.495245,13
409,2771025321,35.759742,128.440356,3
410,2771025322,35.7746,128.424874,6
411,2771025324,35.760981,128.402107,1
412,2771025623,35.886967,128.489216,240
413,2771026228,35.745267,128.493495,52
414,2771031021,35.801334,128.62321,4
415,2771031024,35.78068,128.643823,73
416,2771031026,35.77691,128.666434,3
417,2771031027,35.766046,128.661797,13
418,2771031028,35.767178,128.643994,5
419,2771031029,35.755747,128.635106,1
420,2771031031,35.734668,128.663606,1
421,2771031032,35.723519,128.639092,41
422,2771033021,35.883336,128.405527,21
423,2771033023,35.928605,128.442099,3
424,2771033029,35.863306,128.400298,38
425,2771038021,35.658666,128.411738,181
426,2771038022,35.655118,128.419127,4
427,2771038023,35.649144,128.436593,4
428,2771038024,35.659533,128.446854,3
429,2771038025,35.644104,128.450825,1
430,2771038027,35.625128,128.428474,39
431,2771038028,35.621872,128.413857,1
432,2771038029,35.620628,128.396249,1
433,2771038031,35.664314,128.40759,33
434,2771038032,35.668221,128.398223,3
435,2771038034,35.681379,128.368486,1
436,2771038035,35.694947,128.361482,60
437,2811014500,37.503478,126.553969,4
438,2811014600,37.493403,126.535784,18
439,2811014900,37.45233,126.379504,48
440,2811015000,37.449533,126.411321,14
441,2818510100,37.424062,126.652109,40
442,2818510300,37.421157,126.680231,5
443,2818510600,37.384532,126.645656,7
444,2820010300,37.4561,126.731243,28
445,2820010400,37.454008,126.754685,1
446,2820010600,37.439081,126.766117,4
447,2820010700,37.426049,126.71223,7
448,2820010800,37.436303,126.725504,4
449,2824510800,37.551777,126.738456,217
450,2824511700,37.588642,126.738995,12
451,2824511800,37.585629,126.727276,11
452,2824511900,37.579898,126.722261,5529
453,2824512000,37.576924,126.703881,1
454,2824512100,37.568562,126.708682,1
455,2824512200,37.568002,126.725781,116
456,2826010100,37.579792,126.667795,4
457,2826010200,37.570792,126.685728,1
458,2826010500,37.552507,126.684771,1
459,2826010800,37.519224,126.674965,5
460,2826011400,37.589907,126.6837,6
461,2826011700,37.626194,126.666424,7
462,2826011800,37.612434,126.644142,5
463,2826011900,37.591864,126.623317,4013
464,2871025024,37.73782,126.483633,273
465,2871025025,37.741289,126.50248,5
466,2871025027,37.75605,126.500384,402
467,2871025029,37.769709,126.492529,1
468,2871031021,37.709307,126.4891,38
469,2871032021,37.684417,126.484819,15
470,2871032022,37.688159,126.502168,25
471,2871032024,37.668944,126.507506,6
472,2871032025,37.656342,126.50518,3
473,2871032026,37.693329,126.463728,38
474,2871032027,37.706098,126.450618,1
475,2871033021,37.640521,126.486946,15
476,2871033022,37.613847,126.487408,2
477,2871033025,37.624936,126.506746,36
478,2871033026,37.656968,126.488353,27
479,2871034021,37.63573,126.39747,11
480,2871034025,37.608144,126.458716,1
481,2871034029,37.620642,126.385301,3183
482,2871035023,37.681012,126.402477,4
483,2871035026,37.658846,126.465531,2
484,2871035028,37.651821,126.435928,1
485,2871036021,37.720903,126.402061,31
486,2871036022,37.73027,126.386955,515
487,2871036023,37.703559,126.38251,15
488,2871037021,37.776864,126.410442,1
489,2871037022,37.778818,126.429485,17
490,2871037024,37.759959,126.418876,4
491,2871037025,37.753218,126.401277,5
492,2871037027,37.76521,126.369846,4
493,2871038023,37.816295,126.413778,4
494,2871038024,37.798492,126.39712,36
495,2871039021,37.767084,126.46295,11
496,2871039027,37.793432,126.446763,5
497,2871041024,37.685984,126.364747,1
498,2872036023,37.241847,126.528006,10
499,2915510600,35.132266,126.89673,1
500,2915510900,35.093624,126.899789,3
501,2915511000,35.100631,126.887096,2
502,2915512500,35.056103,126.818302,1
503,2917010800,35.178593,126.861176,800
504,2917011000,35.172972,126.920994,0
505,2917011400,35.171733,126.931622,12
506,2917011800,35.180845,127.005004,1
507,2917012000,35.16398,126.992731,1
508,2917012100,35.202923,126.951446,2
509,2917012400,35.213986,126.933672,2002
510,2917012500,35.224913,126.946401,12
511,2917013600,35.240136,126.894832,169
512,2920011400,35.194884,126.828843,15500
513,2920011800,35.191783,126.844115,0
514,2920012200,35.209208,126.786813,1
515,2920012600,35.183178,126.785144,10
516,2920012700,35.171677,126.802473,1
517,2920012900,35.187439,126.763152,1
518,2920013000,35.199277,126.763004,2
519,2920013100,35.20692,126.775664,14
520,2920013200,35.218395,126.771115,89
521,2920013300,35.219985,126.761008,6
522,2920013400,35.219424,126.74449,9
523,2920013500,35.240762,126.74194,15
524,2920013800,35.099242,126.768913,1
525,2920014100,35.075634,126.770881,1
526,2920014200,35.107545,126.765147,1
527,2920014300,35.110602,126.781913,1
528,2920015100,35.126502,126.742909,1
529,2920015700,35.163925,126.719916,1
530,2920016000,35.159468,126.672631,28
531,2920016100,35.15427,126.659374,39501
532,2920016300,35.135783,126.672641,28320
533,2920016400,35.115479,126.678539,24225
534,2920016700,35.177752,126.727036,4
535,2920017600,35.190416,126.666459,180
536,2920017800,35.20875,126.689512,116000
537,3011010700,36.318887,127.454628,1
538,3011014500,36.218911,127.440513,100
539,3014011700,36.307451,127.390428,2
540,3014012200,36.272932,127.392654,1
541,3014012300,36.267973,127.40781,6
542,3014012400,36.251012,127.400795,8
543,3014012500,36.222535,127.413197,2
544,3017011700,36.259754,127.342139,2
545,3017011800,36.246219,127.335719,1
546,3017011900,36.239225,127.346321,2
547,3017012100,36.23883,127.315558,4
548,3017012400,36.256979,127.299518,20
549,3017012500,36.249978,127.318065,7
550,3017012600,36.268423,127.323672,6
551,3020010700,36.30515,127.29271,1
552,3020010800,36.301363,127.27112,3
553,3020011000,36.276539,127.290339,101
554,3020011400,36.336824,127.34075,1
555,3020012000,36.380234,127.315607,2
556,3020013200,36.387834,127.329444,120
557,3020015100,36.476348,127.368134,21
558,3020015200,36.458367,127.364033,3
559,3023012500,36.466118,127.470775,1
560,3111010900,35.577253,129.314479,6
561,3111011000,35.562463,129.298631,3
562,3111011700,35.573682,129.336028,9
563,3114010200,35.535066,129.291256,1
564,3114011000,35.50582,129.317531,40
565,3120010100,35.614339,129.361247,95
566,3120010200,35.62682,129.356705,23
567,3120010300,35.642555,129.359404,4
568,3120010400,35.606508,129.311379,34
569,3120010500,35.63605,129.350129,1
570,3120010700,35.622694,129.337411,5
571,3120010800,35.643375,129.328499,87
572,3120010900,35.632785,129.314333,9
573,3120011000,35.599531,129.342425,75
574,3120011100,35.609453,129.425559,4
575,3120011300,35.617198,129.447909,1
576,3120011500,35.651711,129.415953,17
577,3120011700,35.598664,129.427933,3
578,3120011800,35.631602,129.4384,29505
579,3120011900,35.577901,129.443944,99
580,3120012400,35.544682,129.386174,46
581,3120012600,35.602945,129.359329,36
582,3171025021,35.431181,129.329976,18
583,3171025022,35.406708,129.321258,19
584,3171025025,35.41096,129.35233,28
585,3171025026,35.466945,129.337182,3
586,3171025032,35.434032,129.309132,4
587,3171025321,35.549206,129.165139,20
588,3171025322,35.55905,129.17384,33
589,3171025323,35.604509,129.144401,339
590,3171025324,35.562348,129.13292,25
591,3171025325,35.573071,129.118799,21
592,3171025326,35.604259,129.132277,1
593,3171025327,35.612933,129.121785,40
594,3171025329,35.584168,129.132797,25
595,3171025331,35.566272,129.11642,1
596,3171025334,35.588602,129.147506,2
597,3171025623,35.454148,129.29238900000001,1
598,3171025624,35.417823,129.281291,6
599,3171025626,35.439069,129.241289,9
600,3171025627,35.431521,129.215137,2
601,3171025629,35.411596,129.273383,30
602,3171025921,35.576426,129.204192,1
603,3171025922,35.562924,129.226285,46
604,3171025923,35.575913,129.223551,5
605,3171025924,35.555783,129.256514,1
606,3171025925,35.59231,129.26644,6
607,3171025926,35.631822,129.285631,1
608,3171025927,35.569905,129.244695,31
609,3171025928,35.614802,129.228913,5
610,3171025930,35.620072,129.266462,3
611,3171026226,35.517748,129.263253,26
612,3171031023,35.356563,129.341494,7000
613,3171031027,35.384278,129.338744,2
614,3171031028,35.385005,129.343901,10
615,3171034021,35.463959,129.217705,13
616,3171034024,35.459496,129.182019,4023
617,3171034025,35.467706,129.16846,1
618,3171034027,35.445621,129.198026,2
619,3171034029,35.486644,129.214566,7
620,3171036021,35.647511,129.231917,209
621,3171036022,35.663544,129.211415,298
622,3171036023,35.690663,129.21912,254
623,3171036025,35.650771,129.220829,2
624,3171036026,35.709578,129.204177,38
625,3171036027,35.615781,129.156491,8
626,3171037021,35.635095,129.122329,164
627,3171037022,35.621071,129.140023,31
628,3171037023,35.703558,129.161527,277
629,3171037024,35.68148,129.168875,131
630,3171037025,35.70237,129.189533,13
631,3171037026,35.697363,129.118685,5
632,3171037027,35.665301,129.166159,259
633,3171037028,35.648538,129.154092,15
634,3171037029,35.63711,129.154049,30
635,3171038021,35.594578,129.110259,324
636,3171038022,35.601619,129.071513,23
637,3171038023,35.594993,129.091763,39
638,3171038024,35.581422,129.085189,20
639,3171038027,35.570516,129.084158,6309
640,3171038028,35.568761,129.100331,23
641,3171038029,35.591239,129.072856,5
642,3171038030,35.615558,129.072349,10
643,3171038032,35.581056,129.102308,1
644,3171039021,35.554904,129.11668,77
645,3171039022,35.524474,129.106454,130
646,3171039023,35.54006,129.123254,27
647,3171039024,35.508059,129.085577,5
648,3171039025,35.527902,129.093581,172
649,3171040021,35.524773,129.184039,26
650,3171040022,35.496346,129.114295,5
651,3171040023,35.503803,129.164012,21
652,3171040025,35.509911,129.13505,38
653,3171040026,35.522205,129.156009,109
654,3171040027,35.501081,129.14394,1
655,3611025033,36.606401,127.27663,2
656,3611031021,36.545519,127.278066,787
657,3611031022,36.548844,127.28439,31
658,3611031023,36.545342,127.252629,66
659,3611031024,36.543553,127.228868,6
660,3611032021,36.552175,127.325122,30
661,3611032022,36.548624,127.310458,47
662,3611032023,36.530632,127.346637,5
663,3611032024,36.547885,127.345437,25
664,3611033024,36.542877,127.362821,2
665,3611033026,36.509572,127.388589,21400
666,3611034021,36.465171,127.281619,12
667,3611034022,36.456663,127.284904,1
668,3611034023,36.441414,127.290178,2
669,3611034029,36.468165,127.312821,5
670,3611034031,36.460635,127.333078,1
671,3611034035,36.502639,127.348241,11
672,3611034039,36.445262,127.276167,10
673,3611034040,36.456142,127.267004,41
674,3611035021,36.496478,127.205422,30
675,3611035022,36.510525,127.200308,22
676,3611035024,36.498989,127.224863,49
677,3611035025,36.445955,127.216571,1
678,3611035026,36.495784,127.190874,2
679,3611035027,36.486326,127.208654,13
680,3611035028,36.486095,127.225583,8
681,3611035032,36.541804,127.202247,24
682,3611036021,36.582858,127.286507,2
683,3611036023,36.589697,127.264441,2
684,3611036024,36.606708,127.252633,31
685,3611036025,36.600133,127.228142,1
686,3611036026,36.601197,127.212933,1
687,3611036028,36.574347,127.230975,454
688,3611036030,36.5722,127.268463,16
689,3611036031,36.560449,127.250475,1261
690,3611036032,36.558666,127.269452,65
691,3611036033,36.560731,127.284532,3
692,3611037021,36.680958,127.200832,7
693,3611037023,36.693149,127.190924,140
694,3611037026,36.686499,127.173052,3
695,3611037031,36.656508,127.187259,17
696,3611038021,36.663078,127.272148,2
697,3611038023,36.668062,127.252088,3868
