,법정동,축종,발생두수(마리)
6358,3171037028,소,1
6359,3171037027,소,8
6360,3171037027,소,1
6361,4683033022,소,4
6362,4817025026,소,4
6363,4790038029,소,1
6364,4683033022,소,1
6365,4683033024,소,9
6366,4783034033,소,1
6367,4713025326,소,1
6368,4790038029,소,1
6369,4579042023,소,5
6370,4420025024,소,6
6371,4729025330,소,1
6372,4518037026,소,51
6373,4717043024,소,1
6374,4671035027,소,2
6375,4827037023,소,3
6376,4827038035,소,1
6377,4713036023,소,1
6378,4782032035,소,2
6379,4671035027,소,1
6380,4874039027,소,4
6381,5011025030,돼지,5
6382,4420025024,소,1
6383,4420040034,소,33
6384,4150033025,소,4
6385,4672025024,소,1
6386,4375037023,소,30
6387,4873033028,소,1
6388,4683033022,소,4
6389,4683033022,소,1
6390,4687037030,소,13
6391,4889036029,소,1
6392,4717043024,소,1
6393,4717031031,소,1
6394,4521033030,소,3
6395,4721031027,소,1
6396,4146135023,소,1
6397,4682036025,소,1
6398,4420040034,소,1
6399,4721035023,소,7
6400,4579036031,소,4
6401,4577033032,소,1
6402,4831034025,소,14
6403,4521033026,소,2
6404,4773039044,소,8
6405,4372034025,소,2
6406,4723040032,소,8
6407,4687037030,소,1
6408,5011025027,돼지,5
6409,4180025326,닭,160
6410,4518037026,소,1
6411,4683034024,닭,40
6412,4159025335,닭,1200
6413,4683033029,소,1
6414,4681034031,닭,100
6415,4672038032,닭,100
6416,4481038022,소,10
6417,4713025630,소,9
6418,4375032028,소,2
6419,4715025023,소,15
6420,4889033025,소,20
6421,4278025924,소,1
6422,4889033026,소,1
6423,4273032026,돼지,4
6424,4715025021,소,9
6425,4167034026,소,1
6426,4150033025,소,3
6427,4375032028,소,1
6428,4574032028,소,1
6429,4782032034,소,21
6430,4617038025,돼지,1
6431,4889033025,소,23
6432,4725037022,소,1
6433,4577034027,소,2
6434,3171025928,소,2
6435,4476041024,소,1
6436,4122034029,소,1
6437,4480033024,소,2
6438,4480033024,소,1
6439,4480033024,소,1
6440,4415025026,소,1
6441,4889033026,소,1
6442,4148035025,돼지,25
6443,4374025035,사슴,12
6444,4276038024,소,5
6445,4311425353,소,6
6446,4782032034,소,5
6447,4480036026,소,12
6448,4773039044,소,2
6449,4146135025,돼지,6
6450,4715025021,소,1
6451,4825032022,돼지,1
6452,4521033026,소,26
6453,5011025634,돼지,1
6454,4579043033,소,1
6455,4514043022,닭,1000
6456,4155040028,소,17
6457,4278025924,소,3
6458,4183039528,소,1
6459,4136025328,사슴,2
6460,4276038024,소,1
6461,4165036021,소,1
6462,4413325622,소,1
6463,4413135021,소,10
6464,4827025030,소,14
6465,4721035023,소,2
6466,4686038030,소,1
6467,4476031034,소,9
6468,4480036026,소,1
6469,4678037031,소,5
6470,4723013000,소,1
6471,4571032023,소,3
6472,4680025626,소,2
6473,4827038034,소,7
6474,4159025928,소,28
6475,4471039030,사슴,3
6476,4180034024,돼지,217
6477,5011025629,소,1
6478,4518025031,닭,5000
6479,4413025622,소,1
6480,4615038035,소,1
6481,4521034028,닭,1000
6482,4215035030,소,4
6483,4874033025,소,1
6484,4413136025,소,1
6485,4148035026,소,1
6486,4713025626,소,1
6487,4678037031,소,1
6488,4680025626,소,1
6489,4471039030,사슴,2
6490,4521033026,소,2
6491,4476031034,소,1
6492,4481033027,소,8
6493,4579036022,소,3
6494,4521033026,소,2
6495,4783035040,소,1
6496,4423041028,소,1
6497,4420036027,소,5
6498,4617031026,소,3
6499,4413325027,소,1
6500,4782037041,소,1
6501,4782032034,소,9
6502,4873033027,소,5
6503,4725034021,소,1
6504,4874033025,소,1
6505,4579036022,소,1
6506,4782032044,소,1
6507,4719025023,소,1
6508,4773044043,소,1
6509,4677040024,소,55
6510,4725011400,소,1
6511,2871032026,돼지,8
6512,4683033024,소,72
6513,4420035026,소,1
6514,4182025024,소,2
6515,4677040024,소,1
6516,4725032026,소,1
6517,4817039022,사슴,1
6518,4521033026,소,1
6519,4713036023,소,5
6520,4725033025,소,1
6521,4280025039,소,1
6522,4150033025,소,2
6523,4729035022,소,6
6524,4725032033,소,20
6525,4711135021,소,1
6526,4377031028,소,1
6527,4375037023,소,11
6528,4721035023,소,42
6529,4817025026,소,11
6530,3171037027,소,2
6531,4617032027,닭,10
6532,4683033024,소,1
6533,4782025036,소,5
6534,4375037023,소,1
6535,4122034029,소,2
6536,4122034022,소,1
6537,4617043033,소,1
6538,4579036031,소,5
6539,4825034028,소,19
6540,4480033024,소,6
6541,4480033024,소,11
6542,4155036033,소,1
6543,4521033030,소,10
6544,4572034022,닭,200
6545,4831034025,소,2
6546,4721035023,소,1
6547,3171037027,소,1
6548,3171037027,소,22
6549,4579036031,소,1
6550,3171037027,소,5
6551,4825034024,소,4
6552,4817039022,사슴,2
6553,4825034028,소,1
6554,4279033023,소,2
6555,4782032034,소,9
6556,4480033024,소,1
6557,4679042023,닭,50
6558,5013025023,돼지,2
6559,3120010400,소,1
6560,4711135021,소,4
6561,4272037027,소,1
6562,4783034033,소,1
6563,4825034024,소,1
6564,4521044026,소,1
6565,4782032034,소,10
6566,4480033024,소,1
6567,4281025024,소,2
6568,4713025624,사슴,1
6569,3171025928,소,2
6570,4479038024,소,2
6571,4817040026,사슴,14
6572,4278025924,소,4
6573,4713035027,소,16
6574,4812131035,사슴,5
6575,3171025928,소,1
6576,4278025924,소,2
6577,4159033025,소,1
6578,4782032044,소,3
6579,4311431039,소,1
6580,4617037022,소,1
6581,4572025031,닭,1000
6582,4273038021,소,2
6583,4213032025,닭,50
6584,4148035026,소,1
6585,4519039021,닭,600
6586,4136025328,사슴,8
6587,4418035029,닭,240
6588,4122025625,사슴,13
6589,4713025630,소,22
6590,4812131035,사슴,2
6591,4713025321,소,5
6592,4827036025,돼지,2
6593,4681035025,소,1
6594,4213011300,닭,100
6595,4825036024,돼지,2
6596,4715036027,소,1
6597,4479036022,소,5
6598,4617037022,소,1
6599,4481040032,사슴,59
6600,4681038029,소,1
6601,4874038027,소,2
6602,4415038043,소,1
6603,4874038028,돼지,1
6604,5013025033,돼지,1
6605,4812125042,소,3
6606,5011025025,돼지,1
6607,4514038021,닭,2000
6608,4182031022,소,1
6609,4713035027,소,48
6610,4159041038,사슴,3
6611,4278025924,소,57
6612,4137011400,사슴,4
6613,4122035027,사슴,3
6614,4423041024,소,1
6615,4479037028,소,4
6616,4157034022,소,6
6617,4122035028,사슴,3
6618,4481033027,소,15
6619,4874039023,소,2
6620,4372036024,소,31
6621,4122033023,소,2
6622,4873033027,소,10
6623,4272032023,닭,7000
6624,4617031026,소,4
6625,4817040026,사슴,3
6626,4273032026,돼지,1
6627,4615037025,돼지,2
6628,4278025924,소,1
6629,4146135025,돼지,9
6630,4713038028,소,6
6631,4817040026,소,2
6632,4617031026,소,15
6633,4827038034,소,8
6634,4518039028,닭,4000
6635,4311431039,소,1
6636,4719025023,소,13
6637,4413325027,소,5
6638,4420025031,소,50
6639,4420036035,소,1
6640,4482533021,소,2
6641,4423041024,소,1
6642,4479038024,소,4
6643,4519035023,닭,2800
6644,4579031027,닭,7000
6645,4682036021,돼지,50
6646,4617038025,돼지,5
6647,4873033027,소,1
6648,4713025630,소,1
6649,4521044028,닭,2000
6650,4479037028,소,1
6651,4481033027,소,4
6652,4713035027,소,1
6653,4122033023,소,1
6654,5013031024,돼지,3
6655,5011025030,돼지,9
6656,4278031022,소,1
6657,4278025627,소,1
6658,4415040032,사슴,4
6659,4711125030,소,2
6660,4713025626,소,1
6661,4413135021,소,12
6662,4717035030,소,1
6663,4420035026,소,1
6664,4713035027,소,1
6665,4827025030,소,22
6666,4884036025,소,1
6667,4827031034,소,2
6668,4518036026,소,8
6669,4518036026,소,7
6670,4728031021,소,2
6671,4817036025,소,1
6672,4817040021,소,2
6673,4480038023,소,11
6674,4183025024,소,1
6675,4311332025,소,1
6676,4715040021,소,1
6677,4721010200,소,1
6678,4719025023,소,1
6679,4885037025,돼지,2
6680,4885037025,돼지,2
6681,4617031026,소,1
6682,2871036021,소,1
6683,4824035030,소,1
6684,2871036021,소,1
6685,4711135021,소,20
6686,4480039021,소,1
6687,4479038024,소,1
6688,4725032033,소,43
6689,4817025026,소,84
6690,4136025921,소,2
6691,4824035030,소,1
6692,4278025626,소,7
6693,4782032041,소,4
6694,4480025331,소,1
6695,4680031021,소,1
6696,4827025030,소,1
6697,3611036033,소,1
6698,4812131036,소,6
6699,4514037021,닭,4700
6700,4885037025,돼지,2
6701,4278025626,소,1
6702,4873025327,소,1
6703,4874025022,소,2
6704,4713036023,소,2
6705,4889025025,소,1
6706,5013025028,돼지,8
6707,5011025321,돼지,5
6708,4687034030,닭,30
6709,4817025026,소,1
6710,4782032044,소,3
6711,2871032025,소,1
6712,4888035022,닭,30
6713,4773037050,소,1
6714,4831034025,소,26
6715,3611036033,소,2
6716,4783034039,소,1
6717,4580031026,소,4
6718,4817040027,소,8
6719,4782032034,소,21
6720,4792037021,소,4
6721,4725032033,소,1
6722,4717025030,소,1
6723,4782032034,소,8
6724,4715037025,사슴,8
6725,4279033023,소,2
6726,4279033023,소,1
6727,4521038022,돼지,100
6728,4272037027,소,7
6729,4423036022,닭,400
6730,4375037023,사슴,7
6731,4157034022,소,7
6732,4518036026,소,11
6733,4713036023,소,1
6734,4617013100,소,1
6735,4415031037,소,2
6736,4122035026,소,2
6737,4688032026,소,4
6738,4122035027,소,3
6739,4279033023,소,1
6740,4415025025,소,3
6741,4827025024,소,7
6742,4519042027,소,5
6743,4679036021,소,1
6744,4518036026,소,9
6745,4717014100,소,1
6746,4281025024,소,1
6747,4715037025,사슴,1
6748,4313038527,소,3
6749,4792037021,소,1
6750,4885041034,닭,5
6751,4872033021,소,2
6752,4157034022,소,1
6753,4518012200,소,3
6754,4159025631,소,1
6755,4792025027,소,1
6756,4717031024,소,1
6757,4278025924,소,5
6758,4278025924,소,1
6759,4311431039,소,14
6760,4165041021,소,1
6761,4273038021,소,1
6762,4219011100,소,1
6763,4717031024,소,1
6764,4713025624,사슴,1
6765,4476041021,소,1
6766,4812311800,소,1
6767,5011025027,돼지,2
6768,5011025025,돼지,1
6769,4519036028,닭,5000
6770,4476041021,소,1
6771,4825033028,소,1
6772,2871037027,돼지,3
6773,4155039034,돼지,10
6774,4165038024,소,1
6775,3171040027,소,1
6776,4136025328,사슴,6
6777,4827038030,소,1
6778,4413136025,소,5
6779,4480025032,소,3
6780,4311431039,소,3
6781,4311425353,소,16
6782,4681035025,소,1
6783,4688039025,소,1
6784,4518036026,소,1
6785,4480025032,소,1
6786,4574031027,닭,200
6787,4812125042,소,6
6788,4681038029,소,1
6789,4479036022,소,25
6790,4812125042,소,6
6791,4617031026,소,36
6792,4827038034,소,38
6793,4673025024,소,3
6794,4713025321,소,2
6795,4420036022,소,3
6796,4420036027,소,1
6797,4311425353,소,1
6798,4511313700,닭,150
6799,3611035026,소,1
6800,4792033023,소,3
6801,5013032025,돼지,2
6802,4377035026,소,2
6803,4182025032,소,1
6804,4159033025,소,1
6805,5011025025,돼지,2
6806,4479036022,소,1
6807,4136025328,사슴,1
6808,4873034027,소,1
6809,4311332025,소,3
6810,4713025624,사슴,1
6811,4518036026,소,4
6812,4413325027,소,2
6813,4874039023,소,2
6814,4873032028,소,1
6815,4889041024,소,2
6816,4415038043,소,6
6817,4711135021,소,10
6818,4311134025,소,2
6819,4311133033,소,1
6820,4713025321,소,1
6821,4514041025,소,1
6822,4161037027,오리,0
6823,4415040024,소,1
6824,4713025626,소,1
6825,4482533021,소,20
6826,4155036037,소,2
6827,4146135022,소,1
6828,4721010200,소,4
6829,4165036021,소,3
6830,4480039029,소,4
6831,4792031021,소,1
6832,4872025026,소,1
6833,4313042026,소,1
6834,4713025326,소,4
6835,4155032024,소,1
6836,4311134025,소,1
6837,5011013300,소,1
6838,4617034030,닭,100
6839,4420035026,소,1
6840,4615010100,돼지,1
6841,4476041021,소,1
6842,5011025030,돼지,1
6843,4480033022,돼지,22
6844,4377031028,소,7
6845,4885037025,돼지,1
6846,4812131036,소,14
6847,5011013300,소,1
6848,4825034027,소,1
6849,4825037028,소,1
6850,4167031021,소,15
6851,4579037022,소,3
6852,4165036021,소,5
6853,4725035028,소,2
6854,4273032026,돼지,5
6855,4423032032,돼지,247
6856,4782037041,소,6
6857,4136025921,소,24
6858,4183025022,소,5
6859,4827031034,소,1
6860,4721010200,소,1
6861,4150034028,오리,0
6862,4825032021,돼지,16
6863,4812131036,소,1
6864,4571039026,소,1
6865,4423032032,돼지,775
6866,4686038028,소,1
6867,4480033024,돼지,1287
6868,4479033025,소,1
6869,4423032032,돼지,1236
6870,4423033032,돼지,471
6871,4825032022,돼지,4
6872,4825036024,돼지,9
6873,4159041038,사슴,1
6874,4617033027,소,1
6875,4427031024,소,3
6876,4155034028,소,4
6877,4165036021,소,1
6878,4713038028,소,12
6879,4150033025,소,2
6880,4136025921,소,8
6881,4873033021,소,1
6882,4423033026,돼지,1058
6883,4831034025,소,4
6884,4122034029,소,3
6885,4479033025,소,1
6886,5013025023,돼지,2
6887,4122034029,소,6
6888,4579037022,소,1
6889,4672036026,닭,0
6890,4782032034,소,11
6891,4728031021,소,1
6892,4679032031,소,1
6893,4521042031,소,2
6894,4680025623,소,1
6895,4423032023,돼지,201
6896,4423032032,돼지,1139
6897,4423032032,돼지,476
6898,4413125038,소,17
6899,4423032032,돼지,146
6900,4831034025,소,1
6901,4272031023,소,2
6902,4423032032,돼지,1217
6903,4423032032,돼지,880
6904,4423032032,돼지,2685
6905,4377031022,소,2
6906,4273036030,소,1
6907,4122035026,소,1
6908,4423032032,돼지,312
6909,4580025025,소,15
6910,4122035027,소,4
6911,4128111900,소,1
6912,4812532030,소,1
6913,4122035023,소,3
6914,4415025025,소,1
6915,4427031024,소,1
6916,4313038527,소,17
6917,4423036033,돼지,3024
6918,4683035026,소,5
6919,4817040027,소,31
6920,4481031026,소,1
6921,4827025024,소,6
6922,4283025027,소,1
6923,4580025025,소,1
6924,4372034025,소,5
6925,4420035026,소,3
6926,4136025921,소,1
6927,4122035027,소,1
6928,4872033021,소,17
6929,4882035026,소,10
6930,4679032031,소,31
6931,4682038025,소,27
6932,4617043035,소,3
6933,4281025024,소,2
6934,4817040027,소,1
6935,4518012200,소,4
6936,4882025033,소,3
6937,4689033021,소,1
6938,4415025025,소,5
6939,4377031028,소,1
6940,4148035022,소,3
6941,4580031026,소,4
6942,4882035026,소,1
6943,4481031026,소,12
6944,4479025031,소,2
6945,4874035026,소,1
6946,4682038025,소,5
6947,4278025924,소,6
6948,4817044028,사슴,1
6949,4729031027,소,5
6950,4827025024,소,1
6951,4476042028,소,6
6952,4415032027,돼지,1661
6953,5011025025,돼지,5
6954,4872033021,소,1
6955,4281025024,소,4
6956,4577035025,소,1
6957,4577035025,소,2
6958,4161034024,소,1
6959,4717025030,소,1
6960,4717025032,소,1
6961,4827033026,소,1
6962,4273036022,소,9
6963,4717043024,소,1
6964,4723039021,소,3
6965,4725032029,소,1
6966,4415032027,돼지,0
6967,4518036026,소,9
6968,4413131027,돼지,0
6969,4415025025,소,1
6970,4518031024,소,1
6971,4711334029,소,1
6972,4313042026,소,3
6973,4377035028,소,2
6974,4313042026,소,3
6975,4272038024,소,2
6976,4782032034,소,10
6977,4427035024,닭,600
6978,4521034028,닭,100
6979,4782025032,소,1
6980,4273038021,소,4
6981,4415012600,사슴,14
6982,4773025023,소,1
6983,4782036039,소,3
6984,4790038030,소,1
6985,4874039023,소,2
6986,4874037026,소,1
6987,4817044021,사슴,10
6988,4514044024,닭,2500
6989,4311332025,소,8
6990,4889041024,소,1
6991,3611035028,소,1
6992,4617038025,돼지,1
6993,4889025025,소,11
6994,4272038024,소,1
6995,4278025924,소,1
6996,4165038024,소,4
6997,5011025329,돼지,1
6998,4159040023,소,1
6999,4427035024,닭,350
7000,4280025036,소,2
7001,4792033023,소,3
7002,4518031024,소,1
7003,4711334023,소,1
7004,4886037024,소,1
7005,4165038024,소,2
7006,4165038024,소,2
7007,4311332025,소,1
7008,4671039022,소,1
7009,4313042026,소,2
7010,4183025022,소,3
7011,4729031027,소,7
7012,4180033022,소,1
7013,5011025033,돼지,1
7014,4711325031,소,1
7015,4122034029,소,4
7016,4721011000,소,2
7017,4280025036,소,1
7018,4713025626,소,3
7019,4713025326,소,12
7020,4161034024,소,4
7021,4122033030,소,1
7022,4413325027,소,13
7023,4688034029,소,1
7024,4679032031,소,2
7025,4150033025,소,14
7026,4579033028,돼지,10172
7027,4163033021,소,1
7028,4677041022,소,1
7029,4521034031,돼지,670
7030,4372036024,소,14
7031,4372034025,소,5
7032,4413325027,소,1
7033,4122033030,소,1
7034,4122012700,소,2
7035,4715039024,소,19
7036,4122035023,소,12
7037,2771031028,소,4
7038,4793031021,소,3
7039,4827031021,소,1
7040,4155034028,소,2
7041,4136025926,소,3
7042,4122035026,소,2
7043,4686025031,닭,39
7044,4684034026,닭,200
7045,4155034028,소,1
7046,4122031029,소,2
7047,4874025022,소,2
7048,4827031034,소,14
7049,2771031028,소,1
7050,4579032029,닭,500
7051,4519047026,소,5
7052,4827031034,소,14
7053,4122035026,소,1
7054,4122035023,소,1
7055,4682031026,소,1
7056,5013025023,돼지,1
7057,4413125038,소,4
7058,4827031034,소,1
7059,4874025022,소,2
7060,4480033024,소,4
7061,4773037036,소,1
7062,4313038527,소,23
7063,4713038028,소,6
7064,4784039037,소,1
7065,4691042028,소,1
7066,4572035022,닭,700
7067,4479039026,사슴,3
7068,4683033031,소,18
7069,4684035021,닭,4500
7070,4418033027,소,2
7071,4683035026,소,3
7072,4481031026,소,15
7073,4812532022,소,1
7074,4874035026,소,1
7075,4684025025,소,3
7076,4415025025,소,12
7077,4715039024,소,1
7078,4571039026,소,1
7079,4272034024,소,1
7080,4519042027,소,7
7081,4822033024,소,1
7082,4122035029,돼지,500
7083,4874035026,소,8
7084,4122035029,돼지,500
7085,4476042028,소,16
7086,4518040025,닭,2100
7087,4150033025,소,1
7088,4682025023,소,1
7089,2771025025,소,1
7090,4161034024,소,2
7091,4615032029,소,4
7092,4574032029,소,1
7093,4683035026,소,1
7094,4713034021,소,2
7095,4723039021,소,2
7096,4579032028,소,3
7097,4782025333,소,8
7098,4519042027,소,1
7099,4122034029,소,8
7100,4415025025,소,1
7101,4155036033,소,1
7102,4882025033,소,22
7103,4150033025,소,1
7104,4681034031,닭,5
7105,4122034021,소,1
7106,4377031028,소,12
7107,4272034024,소,1
7108,4827033026,소,10
7109,4683037028,소,3
7110,4713038028,소,1
7111,4889025025,소,16
7112,4831035029,소,9
7113,4418033027,소,1
7114,4518036026,소,17
7115,4476042028,소,1
7116,4415025025,소,0
7117,4479025023,소,4
7118,4872037022,소,1
7119,5011025321,돼지,2
7120,4476025034,사슴,49
7121,4827033026,소,1
7122,4686038021,소,33
7123,4782025333,소,1
7124,4721010200,소,1
7125,4479025031,소,1
7126,4683039021,소,5
7127,4580025025,소,1
7128,4518012200,소,6
7129,4580031026,소,1
7130,5011025025,돼지,5
7131,4481038024,소,1
7132,4725012300,소,3
7133,4273036022,소,34
7134,4613032023,소,3
7135,4686038021,소,7
7136,4874039023,소,1
7137,4889025025,소,2
7138,4150033025,소,1
7139,4150033025,소,3
7140,4574035023,소,1
7141,4683037028,소,1
7142,4415025025,소,1
7143,4377031028,소,1
7144,4713025321,소,9
7145,5013025028,돼지,2
7146,4155032024,소,1
7147,4713025321,소,9
7148,4683033022,소,3
7149,4481038024,소,7
7150,4427035024,소,14
7151,4683034024,닭,1900
7152,4518040021,닭,500
7153,4476045028,소,3
7154,4183025022,소,1
7155,4476025034,사슴,3
7156,4725035028,소,7
7157,4678025333,소,1
7158,4713025321,소,1
7159,4481038024,소,1
7160,4313040027,소,3
7161,4211032023,소,2
7162,4122034021,소,5
7163,4889041024,소,1
7164,4377031021,소,1
7165,4833033028,돼지,1
7166,4713025322,소,1
7167,4683035026,오리,0
7168,4683035025,오리,0
7169,4825025028,소,2
7170,4617043035,소,1
7171,4683035025,오리,0
7172,4161034024,소,15
7173,4825025028,소,4
7174,4773025023,소,2
7175,4480033024,소,5
7176,4150033025,소,9
7177,4682038025,소,36
7178,4773043038,소,11
7179,5011025025,돼지,12
7180,4413325028,소,1
7181,4713025321,소,1
7182,4725033021,소,5
7183,4167025025,닭,5
7184,5011025030,돼지,6
7185,4713038029,닭,500
7186,4713025326,소,7
7187,4713025626,소,3
7188,4874033030,소,36
7189,4579031024,소,7
7190,4481038024,소,10
7191,4157025626,소,1
7192,4725033021,소,1
7193,4782037041,소,5
7194,4827031021,소,5
7195,4521034028,닭,50
7196,4673025024,소,7
7197,4792033023,소,10
7198,4480031021,소,12
7199,4817045024,소,1
7200,4812534026,소,1
7201,4683037021,소,1
7202,4617043035,소,1
7203,4874037025,소,3
7204,4711135021,소,1
7205,4711135021,소,1
7206,4480033024,소,1
7207,4773043038,소,1
7208,4617033021,오리,0
7209,4679037026,소,6
7210,4683031024,소,8
7211,4683035026,소,4
7212,5011025923,돼지,8
7213,4150025330,사슴,4
7214,4683039021,소,5
7215,4122012700,소,1
7216,4617031026,소,2
7217,5011025025,돼지,2
7218,5011025630,돼지,1
7219,4882035021,돼지,2
7220,4784025023,소,1
7221,4678038028,소,8
7222,4122033028,소,1
7223,4713025321,소,3
7224,4159040022,소,1
7225,4150033025,소,1
7226,4683033032,오리,0
7227,4683033032,오리,0
7228,4683035025,오리,0
7229,4683035026,오리,0
7230,4683034031,오리,0
7231,4725013200,소,1
7232,4793033023,소,1
7233,4793031021,소,7
7234,4793037024,소,8
7235,4725035029,소,1
7236,4376025026,소,7
7237,4782036039,소,16
7238,4882035028,소,20
7239,4373036026,사슴,51
7240,2726012400,사슴,6
7241,4122035023,소,4
7242,4827031021,소,1
7243,4725035028,소,1
7244,4571039030,소,1
7245,4518036024,소,1
7246,5011025025,돼지,8
7247,5013025025,돼지,1
7248,4514044025,닭,300
7249,4518038025,소,9
7250,5013025023,돼지,9
7251,4518038026,닭,400
7252,4376025026,소,2
7253,4683033032,오리,0
7254,4157034033,사슴,5
7255,4481031026,소,14
7256,4415038043,소,5
7257,4182032522,소,9
7258,4725040024,소,2
7259,4874035026,소,3
7260,4311325033,소,2
7261,4719033028,소,1
7262,4874035026,소,1
7263,4311325032,소,2
7264,4713025326,소,4
7265,4579032028,소,2
7266,4413325031,소,2
7267,4521034031,닭,100
7268,4480033024,소,4
7269,4481032021,소,10
7270,4155039029,돼지,200
7271,4571036030,소,1
7272,4519037027,소,1
7273,4159041038,사슴,4
7274,2714014000,소,1
7275,4617031026,소,1
7276,4683031024,소,1
7277,4723039021,소,4
7278,4418033025,소,5
7279,4886040029,소,1
7280,4721031022,닭,500
7281,3611038027,소,7
7282,5011025923,돼지,5
7283,4882025033,소,12
7284,4721031022,닭,21000
7285,4671025038,소,1
7286,4415038024,소,1
7287,5013011400,돼지,4
7288,4413325031,소,1
7289,5011025025,돼지,7
7290,4165031028,소,1
7291,5011025630,돼지,1
7292,4725033025,소,4
7293,4681025031,닭,0
7294,4671025028,오리,0
7295,2920011800,오리,0
7296,4725035028,소,1
7297,4521034031,닭,3
7298,4518012200,소,11
7299,4279034021,소,2
7300,4514036031,닭,100
7301,4711135021,소,45
7302,4882025033,소,1
7303,4311425348,메추리,10
7304,4514038024,소,1
7305,4729031034,소,1
7306,4793025325,소,1
7307,4480033024,소,13
7308,4479025023,소,6
7309,4825032022,돼지,9
7310,4155034027,소,1
7311,4684025025,소,1
7312,4874037026,소,4
7313,4725032030,소,1
7314,4827036025,돼지,6
7315,3611038027,소,1
7316,4481033025,소,3
7317,5011025033,돼지,5
7318,4723039021,소,1
7319,2917011000,오리,0
7320,4671025021,오리,0
7321,4889044026,소,1
7322,4683038026,소,5
7323,4518036026,소,7
7324,4278031022,소,1
7325,4574031027,닭,400
7326,4617038032,오리,40
7327,4681032028,오리,0
7328,4793025325,소,1
7329,4683035026,소,1
7330,4719025029,닭,600
7331,4831035029,소,17
7332,4150036027,소,3
7333,4725012300,소,28
7334,4713038025,소,3
7335,4874037026,소,1
7336,4521032027,소,1
7337,4476045028,소,8
7338,4874039023,소,1
7339,2871037024,닭,2
7340,4725035028,소,1
7341,4825036024,돼지,5
7342,4874035026,소,7
7343,4617043034,소,1
7344,4617032031,소,1
7345,2723011300,소,1
7346,5013031024,돼지,1
7347,5011025926,돼지,2
7348,4122034021,소,1
7349,4725012300,소,1
7350,4617034029,소,2
7351,2871039027,소,4
7352,4376031026,소,1
7353,4713025624,소,1
7354,4521033025,닭,500
7355,4479025023,소,1
7356,4480033024,소,3
7357,4671025035,소,3
7358,4822033023,소,37
7359,4518036026,소,1
7360,4725046023,닭,20
7361,4874035026,소,2
7362,5011025033,돼지,5
7363,4122031029,소,1
7364,4683038026,소,1
7365,4476045028,소,1
7366,4683033022,소,1
7367,4579031024,소,14
7368,4427039028,소,1
7369,4122034021,소,1
7370,4715034027,소,1
7371,2871039027,소,1
7372,4161034024,사슴,3
7373,4822033023,소,1
7374,4822033023,소,1
7375,4721010200,소,21
7376,4717035023,소,1
7377,4155039034,소,1
7378,4155031021,소,1
7379,4150034023,사슴,5
7380,4481038024,소,2
7381,4575035527,닭,14000
7382,4577039023,닭,2000
7383,4579040026,소,11
7384,4577040034,닭,3000
7385,4480033024,소,11
7386,4729031026,소,15
7387,4480031021,소,3
7388,4148026227,소,1
7389,4725034029,소,8
7390,4518034032,소,6
7391,4687033032,소,13
7392,4514042026,소,1
7393,4679037026,소,1
7394,4374531027,소,1
7395,4575038023,소,8
7396,4782037041,소,13
7397,4713025322,소,1
7398,4874037026,소,3
7399,4713025626,소,12
7400,4717035023,소,1
7401,4721010200,소,1
7402,4479038031,닭,8000
7403,4122031029,소,1
7404,4161034024,소,1
7405,4687025336,소,1
7406,4687025335,소,1
7407,4577035029,소,1
7408,4519047026,소,3
7409,4479033024,사슴,18
7410,4480033024,소,24
7411,4155036024,소,2
7412,4155034024,소,2
7413,4792033021,소,1
7414,4481039030,소,1
7415,4579040026,소,1
7416,2871032024,소,2
7417,2871033025,소,4
7418,4518033021,소,1
7419,4575038023,소,2
7420,4782037041,소,1
7421,2771025021,소,4
7422,4683033024,소,3
7423,4480033024,소,1
7424,4481031026,소,10
7425,4792033023,소,32
7426,4572037025,닭,300
7427,4784031041,닭,6020
7428,4882035028,소,9
7429,4155034024,소,1
7430,4888039025,소,1
7431,4182025022,닭,10
7432,4725046021,소,1
7433,4721034022,소,1
7434,4615032029,소,2
7435,4725012300,소,10
7436,4728032027,소,1
7437,4374039027,소,1
7438,5013025033,돼지,3
7439,5013025028,돼지,6
7440,4180032021,사슴,3
7441,4579031024,소,22
7442,4711334025,소,2
7443,4273033029,소,1
7444,4882035028,소,1
7445,4572036027,닭,300
7446,4792037021,소,1
7447,4427033022,닭,1800
7448,4713025326,소,7
7449,4874037021,소,8
7450,4519038021,소,1
7451,4617035025,소,5
7452,4427031029,소,1
7453,4481031026,소,1
7454,4375025039,닭,1000
7455,4311133025,닭,40
7456,4420037031,닭,22000
7457,4577040029,소,1
7458,4874035026,소,4
7459,4376036021,닭,20000
7460,4480031024,소,1
7461,4480033022,소,1
7462,4413125038,소,1
7463,4615032029,소,1
7464,4136025926,소,4
7465,4713025321,소,1
7466,4874037021,소,2
7467,4418035022,닭,110
7468,4150034029,소,1
7469,4729031026,소,15
7470,4157034033,사슴,5
7471,4579032028,소,6
7472,4874035026,소,1
7473,4884036021,소,1
7474,4672040028,닭,7000
7475,4518012200,소,25
7476,4782036039,소,20
7477,4481032021,소,4
7478,4182025032,소,1
7479,4713034021,소,2
7480,4279034021,소,1
7481,4137011400,사슴,2
7482,4831035029,소,6
7483,4874025036,소,1
7484,4617031021,닭,1000
7485,4580034025,소,4
7486,4122035023,사슴,6
7487,4477031029,소,1
